"","Pixel_Number","Log_Frequency","Log_Brightness_Temperature","Fit","Concave/Convex"
"891","891","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5569781   2.40926848  4.44857882 -3.215591    1.37233798  3.73474904]","[-2.48280496  7.88071769]","Convex"
"892","892","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55868126  2.42929254  4.47670517 -3.22128809  1.39718818  3.76315749]","[-2.49514299  7.92840812]","Convex"
"893","893","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55699106  2.43766434  4.50678765 -3.21740424  1.42575126  3.79315891]","[-2.50481922  7.96961211]","Convex"
"894","894","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55482808  2.40984442  4.45841561 -3.22561396  1.38864298  3.74506738]","[-2.48938185  7.90162868]","Convex"
"895","895","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55482389  2.44413192  4.53399164 -3.21638063  1.43447516  3.82048813]","[-2.51451307  8.00575582]","Convex"
"896","896","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5802288   2.42922922  4.39392953 -3.16302333  1.34515791  3.67956538]","[-2.44717714  7.78301579]","Convex"
"897","897","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.57937495  2.42664354  4.42927183 -3.18445771  1.35395506  3.71518485]","[-2.46575831  7.83953413]","Convex"
"898","898","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.57988306  2.39736622  4.45878339 -3.1618248   1.3597508   3.74514945]","[-2.46738853  7.85354616]","Convex"
"899","899","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.57491777  2.39952518  4.40650558 -3.1899356   1.33534773  3.69290851]","[-2.45851811  7.80429208]","Convex"
"900","900","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.58129347  2.43257389  4.47898455 -3.1887147   1.3909971   3.76543212]","[-2.4841908   7.90995825]","Convex"
"901","901","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.58725765  2.45050774  4.54290034 -3.17741727  1.44807019  3.82963391]","[-2.50299906  7.99463907]","Convex"
"902","902","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5744087   2.41075104  4.4113631  -3.2026091   1.35279822  3.69810419]","[-2.46461892  7.8241033 ]","Convex"
"903","903","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5772546   2.43121181  4.50325409 -3.19507952  1.39985152  3.78958465]","[-2.49474385  7.94444734]","Convex"
"904","904","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.57500435  2.37795995  4.43846236 -3.18493731  1.34506879  3.72477419]","[-2.46667734  7.83460374]","Convex"
"905","905","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56793375  2.3793469   4.34670033 -3.21193802  1.29896041  3.63332483]","[-2.44417365  7.73356547]","Convex"
"906","906","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56518271  2.36286321  4.37454095 -3.2148971   1.29414908  3.66165995]","[-2.45411557  7.76377317]","Convex"
"907","907","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56109579  2.36265449  4.30468928 -3.22549406  1.26825432  3.59146785]","[-2.43361716  7.681376  ]","Convex"
"908","908","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56795311  2.39078487  4.38200482 -3.2177896   1.32362991  3.66800966]","[-2.45855919  7.78695073]","Convex"
"909","909","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56977381  2.41241262  4.46807739 -3.20326502  1.36729766  3.75255212]","[-2.48460938  7.89540574]","Convex"
"910","910","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56328878  2.37245399  4.38388443 -3.21519788  1.30719214  3.66951026]","[-2.45788036  7.77964329]","Convex"
"911","911","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56326881  2.39513891  4.4261387  -3.20210768  1.3408025   3.71069244]","[-2.46954851  7.83485708]","Convex"
"912","912","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5886152   2.46460869  4.57083835 -3.17186453  1.46592651  3.85735318]","[-2.51156789  8.03223859]","Convex"
"913","913","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.58103468  2.46764189  4.49660728 -3.17389702  1.43033898  3.78138621]","[-2.48742176  7.93861954]","Convex"
"914","914","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.57389372  2.44558216  4.44229868 -3.19070394  1.38817277  3.72829939]","[-2.47353789  7.87062912]","Convex"
"915","915","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.57149338  2.45069358  4.45773303 -3.17647975  1.38202794  3.74227822]","[-2.47504331  7.88116764]","Convex"
"916","916","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.57673647  2.46947324  4.51093672 -3.16345435  1.41918443  3.7946601 ]","[-2.48977243  7.94868308]","Convex"
"917","917","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.57172586  2.47048307  4.49031687 -3.16795034  1.40409982  3.77437547]","[-2.48471605  7.92504472]","Convex"
"918","918","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5692059   2.45301549  4.45930467 -3.17409668  1.3898091   3.74312671]","[-2.4750611   7.88331612]","Convex"
"919","919","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56293141  2.4534855   4.46306695 -3.18334568  1.3820336   3.747412  ]","[-2.4799492   7.89331428]","Convex"
"920","920","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56613531  2.42934541  4.43074805 -3.20069526  1.35872824  3.71460731]","[-2.47226793  7.85261253]","Convex"
"921","921","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56459423  2.43638143  4.46406531 -3.19793017  1.37177688  3.74824944]","[-2.48352347  7.89601874]","Convex"
"922","922","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5590398   2.4155321   4.40889848 -3.21084631  1.34243791  3.69338676]","[-2.46782683  7.82622032]","Convex"
"923","923","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55600224  2.42301291  4.43107789 -3.21739126  1.35256718  3.71665086]","[-2.47831822  7.86187893]","Convex"
"924","924","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56137778  2.43864294  4.46699363 -3.19977206  1.37806692  3.75213823]","[-2.48563148  7.90311128]","Convex"
"925","925","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55813645  2.44402508  4.46473601 -3.19621757  1.37809947  3.74968674]","[-2.48440815  7.90016232]","Convex"
"926","926","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55503481  2.42881739  4.43285327 -3.21832962  1.35840269  3.7187736 ]","[-2.47966319  7.86757984]","Convex"
"927","927","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55743051  2.44631915  4.45841725 -3.20413247  1.37748076  3.74422519]","[-2.48492758  7.89836559]","Convex"
"928","928","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55525776  2.34705293  4.30576658 -3.23320527  1.24258884  3.59174708]","[-2.43606193  7.67869875]","Convex"
"929","929","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55430417  2.34974066  4.31644412 -3.23219199  1.25361262  3.60275083]","[-2.43966717  7.69379869]","Convex"
"930","930","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5473743   2.33633675  4.25877297 -3.23422385  1.22073937  3.54463462]","[-2.42036139  7.61607615]","Convex"
"931","931","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54822294  2.34621115  4.32552656 -3.23489017  1.2630094   3.61257215]","[-2.44403452  7.70759807]","Convex"
"932","932","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55608494  2.36480349  4.35229988 -3.22231728  1.29106778  3.63863737]","[-2.44954923  7.74164464]","Convex"
"933","933","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55589115  2.39147203  4.40865251 -3.21107933  1.32818473  3.69390413]","[-2.46689785  7.81694805]","Convex"
"934","934","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54993902  2.3735789   4.34441131 -3.23189951  1.29923932  3.63126258]","[-2.45082442  7.74255486]","Convex"
"935","935","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55127826  2.39595337  4.42839518 -3.22263695  1.33546942  3.71394872]","[-2.4779284   7.85096649]","Convex"
"936","936","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5440799   2.33339667  4.27994022 -3.22812307  1.25078585  3.56780718]","[-2.42603093  7.64290551]","Convex"
"937","937","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54591912  2.35327292  4.4087572  -3.22737284  1.30493348  3.69677824]","[-2.47109671  7.81352978]","Convex"
"938","938","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54276057  2.3352502   4.32462558 -3.22552773  1.28586177  3.61219483]","[-2.44063148  7.70134125]","Convex"
"939","939","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54115997  2.34477458  4.37016695 -3.22892905  1.30110088  3.6575401 ]","[-2.45804273  7.76417085]","Convex"
"940","940","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54602618  2.37582588  4.42093412 -3.2328961   1.32477581  3.70830496]","[-2.4780668   7.84141313]","Convex"
"941","941","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54566091  2.38136194  4.38275365 -3.23061013  1.32485419  3.66972423]","[-2.46442963  7.79510883]","Convex"
"942","942","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.53857976  2.34961925  4.37849931 -3.23694706  1.30258378  3.66515967]","[-2.46377562  7.78073317]","Convex"
"943","943","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.53766326  2.34857403  4.36822111 -3.22987656  1.30167835  3.65493999]","[-2.45813024  7.76362509]","Convex"
"944","944","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55401713  2.40936618  4.42580326 -3.21166597  1.3438586   3.71087187]","[-2.4741395   7.84628091]","Convex"
"945","945","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55274917  2.41753975  4.40964383 -3.21732605  1.34511658  3.69490454]","[-2.4708645   7.83299442]","Convex"
"946","946","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55170692  2.40252608  4.45769381 -3.21291789  1.35155252  3.74277616]","[-2.48533097  7.88499354]","Convex"
"947","947","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55022349  2.41359354  4.42148803 -3.21001617  1.34944046  3.70702752]","[-2.47279754  7.84277735]","Convex"
"948","948","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55330121  2.43606119  4.43190462 -3.21992333  1.35646022  3.71781024]","[-2.48044789  7.86959071]","Convex"
"949","949","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55602846  2.46251241  4.47705159 -3.21294424  1.39194272  3.76417689]","[-2.49523088  7.93447075]","Convex"
"950","950","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55079748  2.4421569   4.44928489 -3.2170451   1.36846742  3.73562198]","[-2.48619456  7.89318616]","Convex"
"951","951","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55388044  2.46668011  4.50967411 -3.21438074  1.40880523  3.79692427]","[-2.50731863  7.97908985]","Convex"
"952","952","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54525293  2.37765614  4.39541431 -3.22013396  1.32249698  3.68250986]","[-2.46554681  7.80286557]","Convex"
"953","953","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54420854  2.38358299  4.38459221 -3.22530059  1.3202246   3.67103193]","[-2.46372839  7.79408692]","Convex"
"954","954","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.53634316  2.34150345  4.37554976 -3.23210966  1.29655189  3.66200429]","[-2.46105435  7.7708536 ]","Convex"
"955","955","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.53448463  2.33174997  4.33500159 -3.24263405  1.28038811  3.62036153]","[-2.44969813  7.72182019]","Convex"
"956","956","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54424778  2.40783881  4.40308363 -3.23362145  1.32887481  3.68857568]","[-2.47391217  7.83015939]","Convex"
"957","957","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54509227  2.43578893  4.41330839 -3.22606132  1.34488136  3.6997491 ]","[-2.47682033  7.84986669]","Convex"
"958","958","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.53292932  2.33905461  4.30737747 -3.25085618  1.2605823   3.59213904]","[-2.4432769   7.69242903]","Convex"
"959","959","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.53234928  2.36230841  4.27344886 -3.25154844  1.25028341  3.55831597]","[-2.43330397  7.65765918]","Convex"
"960","960","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56300857  2.46811804  4.42940261 -3.16774977  1.3709822   3.71492354]","[-2.46475852  7.84677072]","Convex"
"961","961","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55702463  2.45598891  4.4368511  -3.15227699  1.3644306   3.72640372]","[-2.46322456  7.84448283]","Convex"
"962","962","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55680306  2.45564354  4.44862171 -3.17775581  1.36994896  3.73463256]","[-2.47436706  7.87280154]","Convex"
"963","963","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55461615  2.44795392  4.43754426 -3.18139475  1.36507993  3.72627003]","[-2.47180164  7.85995716]","Convex"
"964","964","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55331521  2.43428907  4.4342753  -3.17919839  1.36302887  3.72256957]","[-2.46925107  7.8498231 ]","Convex"
"965","965","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55280106  2.41858314  4.44130261 -3.21346706  1.35851264  3.72730266]","[-2.48074542  7.87191938]","Convex"
"966","966","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55389842  2.42574597  4.42964253 -3.20435728  1.3598221   3.71739181]","[-2.47454268  7.85562418]","Convex"
"967","967","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55387805  2.40592959  4.43651842 -3.21525052  1.3607362   3.72285507]","[-2.47875614  7.86345319]","Convex"
"968","968","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55801185  2.45277844  4.45510144 -3.18346962  1.37892239  3.74088341]","[-2.4779086   7.88421932]","Convex"
"969","969","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55724515  2.45071853  4.44484926 -3.18455086  1.37417266  3.73218781]","[-2.47489702  7.87194071]","Convex"
"970","970","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55909264  2.46452646  4.47720334 -3.16488103  1.39602038  3.76566172]","[-2.48086354  7.90765191]","Convex"
"971","971","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55733083  2.46558735  4.47038876 -3.14838131  1.39774364  3.76119042]","[-2.47412383  7.89150906]","Convex"
"972","972","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55547047  2.43244302  4.46148104 -3.20714238  1.37514249  3.74784863]","[-2.48633973  7.89954954]","Convex"
"973","973","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55274646  2.40652736  4.46328139 -3.218829    1.37523049  3.74926753]","[-2.48908088  7.90036799]","Convex"
"974","974","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55345218  2.44855133  4.47754697 -3.20369499  1.39592498  3.76460702]","[-2.49197826  7.9257818 ]","Convex"
"975","975","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55079556  2.418587    4.47840631 -3.22026448  1.39842844  3.76434658]","[-2.4954645   7.92698827]","Convex"
"976","976","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55453285  2.40465405  4.43103383 -3.21531152  1.35831762  3.71750903]","[-2.4767692   7.85606587]","Convex"
"977","977","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.553513    2.39690698  4.44674956 -3.2253904   1.36542387  3.73390404]","[-2.48490253  7.88019617]","Convex"
"978","978","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55271623  2.39622045  4.4485514  -3.22153526  1.36320859  3.73527643]","[-2.48437001  7.8793937 ]","Convex"
"979","979","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55033392  2.39699713  4.45177464 -3.23079749  1.37402639  3.73885852]","[-2.4884933   7.89103151]","Convex"
"980","980","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5515067   2.40924171  4.47385083 -3.22924449  1.39339666  3.7606388 ]","[-2.49609981  7.92345639]","Convex"
"981","981","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55418211  2.46715952  4.52083488 -3.21742124  1.4467632   3.80740413]","[-2.51162281  7.99961948]","Convex"
"982","982","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5509296   2.42501386  4.49902341 -3.22287085  1.41159147  3.78547372]","[-2.50373642  7.95788699]","Convex"
"983","983","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55618183  2.49713436  4.55620067 -3.21119079  1.46979115  3.84257731]","[-2.52343718  8.051701  ]","Convex"
"984","984","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55002228  2.39671701  4.44646221 -3.22331681  1.37561019  3.73304071]","[-2.48432924  7.87997273]","Convex"
"985","985","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.54954061  2.41221224  4.47414162 -3.22585708  1.3988712   3.76028568]","[-2.49541469  7.92334376]","Convex"
"986","986","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55025682  2.41145759  4.50091249 -3.21967531  1.41372886  3.78621483]","[-2.50247497  7.95362673]","Convex"
"987","987","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55192253  2.43987189  4.53213891 -3.21949777  1.43135659  3.81747204]","[-2.51468825  8.00315811]","Convex"
"988","988","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.55328403  2.45617154  4.53124571 -3.215522    1.43714469  3.81702369]","[-2.51406425  8.00591451]","Convex"
